id_transaccion,id_cliente,monto,fecha,id_tienda,id_clientes,edad,preferencias,geolocalizacion,Timestamp,ingresos,puntos_lealtad,gastos_mensuales,pais,ingresos_norm,puntos_lealtad_norm,gastos_mensuales_norm,segmento_cliente,monto_mxn,monto_eur,PC1,PC2,PC3,cluster
577,49,9497.87,2014-06-19,11,49,75,pintura,Japón,1993-10-15,17112.55,2966.0,8762.58,Ucrania,0.32896804278116804,0.2966890067020106,0.8751539634408189,Premium Senior,164123.19,8149.17,2.5554423553177985,-0.6324081664297923,1.5358124314217843,1
578,36,2185.91,1995-08-03,4,36,60,futbol,Canadá,2022-08-30,45915.86,9862.0,5096.815,Desconocido,0.9171827589572968,0.9864959487846354,0.5047560683572416,Básico,37772.52,1875.51,-1.967550828939005,0.28613411715811227,-1.4387483890978863,3
579,3,7952.56,2013-09-01,12,3,30,acampar,Japón,1985-08-13,36744.61,7600.0,3094.07,Japón,0.729889554956426,0.7602280684205261,0.3023937968016021,Premium Joven,137420.24,6823.3,1.470512085055093,0.43299076287142474,-1.2610186829438401,2
580,44,9549.66,2012-09-25,10,44,38,escultura,Perú,1999-11-04,14330.7,808.0,5096.815,Desconocido,0.2721577279876751,0.08082424727418225,0.5047560683572416,Premium Senior,165018.12,8193.61,2.4815531902177828,0.08208580343080298,1.3728493864226985,1
581,27,7074.51,2002-12-04,5,27,88,alfareria,Rusia,2018-11-15,34060.07,10.0,7627.45,Nicaragua,0.6750664830885239,0.0010003000900270082,0.7604576414872236,Premium Senior,122247.53,6069.93,0.9984107839218599,1.6674213254561074,2.256357164815365,0
586,55,5347.575,2015-07-08,14,55,50,politica,Colombia,2002-03-23,39580.37,6061.0,823.58,Desconocido,0.7878008076403579,0.6062818845653696,0.07297791312975974,Estándar Senior,92406.1,4588.22,-0.19293253893955445,1.6567535809417555,-1.592277965464187,0
587,62,146.03,2006-03-28,3,62,45,carpinteria,Canadá,2000-12-31,5600.87,7719.0,7628.95,Afganistán,0.09387910390885026,0.7721316394918476,0.7606092051697361,Básico,2523.4,125.29,-3.062629230024548,-3.0065127906259512,-0.09265093266050818,3
588,18,5347.575,2018-02-24,3,18,47,"comida,viajes",España,2015-04-30,3891.28,4930.0,6148.62,Estados Unidos,0.05896624158061271,0.493147944383315,0.6110330277472685,Estándar Senior,92406.1,4588.22,0.020582989538559995,-1.9544235386544508,0.22395577953830634,1
589,65,2157.43,2015-08-11,7,65,63,series,Estados Unidos,2024-08-02,16955.73,8898.0,2043.61,España,0.32576550002511884,0.8900670201060318,0.1962527395135614,Básico,37280.39,1851.07,-2.025056285941807,-0.9456625644608738,-2.426856426302028,3
590,62,8988.46,1989-07-20,13,62,45,carpinteria,Canadá,2000-12-31,5600.87,7719.0,7628.95,Afganistán,0.09387910390885026,0.7721316394918476,0.7606092051697361,Premium Senior,155320.59,7712.1,2.283050549571285,-2.73368575562949,-0.27087266263435406,2
591,58,8481.83,1996-09-03,12,58,40,herreria,Canadá,2009-02-28,4783.93,7548.0,7312.84,Corea del Sur,0.07719573903748908,0.7550265079523857,0.7286686747170559,Premium Senior,146566.02,7277.41,1.9694750826924268,-2.754624128511678,-0.2686400186339669,2
592,90,1612.76,2023-01-24,3,90,77,teatro,Argelia,2024-01-10,33078.74,322.0,5871.52,Argentina,0.6550259826243369,0.03220966289886966,0.5830341634644629,Básico,27868.49,1383.75,-2.3461870573870547,1.6170368136759765,1.774745195342967,3
593,83,1408.33,2014-08-07,2,83,25,pesca,Argentina,2007-02-10,34857.09,7773.0,6972.94,México,0.6913430462018153,0.7775332599779934,0.6943243442597276,Básico,24335.94,1208.35,-2.3680339462984814,-0.863573754989252,0.1172293257288094,3
594,66,808.31,2000-01-28,10,66,59,"comida,viajes",Israel,1987-07-01,49377.04,4930.0,319.78,Japón,0.9878661981639192,0.493147944383315,0.022072724296567682,Básico,13967.6,693.53,-2.98192773762231,2.7331002054505644,-1.2715946936714166,3
596,71,3659.27,2006-08-07,3,71,61,acampar,Perú,1985-10-06,26522.74,4080.0,1198.73,Rusia,0.5211408257013757,0.4081224367310193,0.11088399012613129,Estándar Senior,63232.19,3139.65,-1.1964291551285278,1.1408992884976676,-0.9929875697660452,3
597,47,5347.575,2023-04-02,3,47,77,manga,Alemania,2000-09-07,14066.86,1075.0,5245.62,Canadá,0.26676964687075105,0.10753225967790336,0.5197916908747547,Estándar Senior,92406.1,4588.22,-0.06388777638875907,0.26479287761647186,1.053412245003451,1
598,68,5228.83,2023-07-01,5,68,37,youtube,Francia,2010-11-05,16741.3,4210.0,1741.83,Nicaragua,0.3213864588111178,0.4211263379013704,0.16576014744115034,Estándar Senior,90354.18,4486.34,-0.20482952339866534,0.041059857113969846,-0.7633990926598536,2
599,60,6265.17,2000-03-17,16,60,80,porrismo,Costa Rica,1992-08-29,25644.82,1195.0,3256.57,Desconocido,0.5032121409903009,0.11953586075822746,0.31881319574045425,Estándar Senior,108262.14,5375.52,0.4115439752800002,1.6040600732577417,0.4244477319141852,0
601,79,10834.8,2015-09-03,12,79,82,carpinteria,Rusia,2007-08-15,39321.84,1292.0,5096.815,Canadá,0.7825211661487023,0.12923877163148945,0.5047560683572416,Premium Senior,187225.34,9296.26,3.2007409051567377,2.3621916834050958,1.0201138865033632,0
603,50,2510.2,2006-12-17,6,50,72,pesca,R.D Congo,2008-04-15,3133.64,4930.0,336.01,Desconocido,0.0434938879669592,0.493147944383315,0.023712643341352736,Básico,43376.26,2153.75,-1.8676643245683586,-0.5399998565621699,-1.8709003480226245,3
605,13,7427.81,1995-11-02,7,13,53,television,Estados Unidos,1999-09-25,29536.9,4930.0,7254.89,México,0.5826953230459323,0.493147944383315,0.7228132644493237,Premium Senior,128352.56,6373.06,1.2587851705691018,-0.14683748506927574,0.7405677203088847,1
606,9,5773.71,2014-04-18,12,9,41,historia,Perú,,19613.31,5189.0,8120.63,Afganistán,0.3800380008389266,0.5190557167150145,0.8102897594482273,Estándar Senior,99769.71,4953.84,0.30838278168979133,-1.3270037721332146,0.9854858430505753,1
608,21,5347.575,1995-11-07,6,21,64,geografia,Estados Unidos,2003-01-05,16439.02,9906.0,7776.44,México,0.31521336466305916,0.9908972691807543,0.7755119568589133,Estándar Senior,92406.1,4588.22,0.07647644974157577,-2.3833709437966144,-0.9590759412004889,2
609,9,5630.4,2006-06-22,13,9,41,historia,Perú,,19613.31,5189.0,8120.63,Afganistán,0.3800380008389266,0.5190557167150145,0.8102897594482273,Estándar Senior,97293.31,4830.88,0.2217448811257201,-1.331425503793879,0.9883742982436394,1
610,51,2141.61,2020-06-27,7,51,88,manga,Costa Rica,,36396.76,2340.0,7773.72,Desconocido,0.7227858405214578,0.2340702210663199,0.7752371213812908,Básico,37007.02,1837.5,-1.966028311376976,1.0976186554771643,1.6380888849080644,3
612,18,6822.51,,18,18,47,"comida,viajes",España,2015-04-30,3891.28,4930.0,6148.62,Estados Unidos,0.05896624158061271,0.493147944383315,0.6110330277472685,Estándar Senior,117892.97,5853.71,0.9122517925348542,-1.9089155086656662,0.19422808106292863,1
613,6,2536.03,1992-08-06,1,6,31,futbol,Egipto,,29969.51,8188.0,4904.51,Ucrania,0.5915299871301973,0.8190457137141143,0.4853250990468665,Básico,43822.6,2175.91,-1.734843681056517,-0.7720200366807506,-0.8299863143288151,3
614,65,3263.42,2014-04-13,3,65,63,series,Estados Unidos,2024-08-02,16955.73,8898.0,2043.61,España,0.32576550002511884,0.8900670201060318,0.1962527395135614,Estándar Senior,56391.9,2800.01,-1.3564314211162436,-0.9115380102570192,-2.4491479748095872,3
615,71,4141.87,1988-09-14,14,71,61,acampar,Perú,1985-10-06,26522.74,4080.0,1198.73,Rusia,0.5211408257013757,0.4081224367310193,0.11088399012613129,Estándar Senior,71571.51,3553.72,-0.9046742863922901,1.1557895585970677,-1.0027145005921192,3
617,86,7312.57,2000-09-11,15,86,22,politica,Brasil,2015-01-06,26377.22,2053.0,1333.56,México,0.518169049002866,0.20536160848254476,0.12450754433490319,Premium Joven,126361.21,6274.19,1.0125460879608388,1.2712511658008334,0.022593762372477576,0
618,36,5347.575,2013-11-20,12,36,60,futbol,Canadá,2022-08-30,45915.86,9862.0,5096.815,Desconocido,0.9171827589572968,0.9864959487846354,0.5047560683572416,Estándar Senior,92406.1,4588.22,-0.0561702700929515,0.3836850951666136,-1.5024726606369647,2
619,64,5347.575,2005-10-31,14,64,28,futbol,Japón,1998-07-01,10068.06,1345.0,1376.29,Canadá,0.18510705298674585,0.1345403621086326,0.12882508843740875,Estándar Joven,92406.1,4588.22,-0.15012614703509908,0.21542793080708042,0.10167456606149082,1
620,40,3024.07,2009-12-22,3,40,46,pasear,Estados Unidos,,44627.91,6820.0,2580.23,Estados Unidos,0.8908805338415361,0.6822046613984195,0.2504741417201265,Estándar Senior,52255.93,2594.65,-1.549821879062476,1.3487906773791485,-1.1378744479545781,3
621,98,4526.2,1994-03-29,3,98,55,pintura,México,2002-12-17,14510.2,71.0,3100.52,Canadá,0.2758234366008038,0.007102130639191758,0.3030455206364058,Estándar Senior,78212.74,3883.48,-0.6238805490673981,0.7457329750124393,0.9110124476505275,0
622,77,5347.575,,10,77,18,deportes,Egipto,,11935.41,1457.0,6688.03,Desconocido,0.22324165453953596,0.1457437231169351,0.6655363384033068,Estándar Joven,92406.1,4588.22,0.0025719774890181194,-0.9546384120793985,1.9231741240759208,1
623,92,8897.67,1989-07-02,8,92,57,teatro,Botsuana,2000-06-22,47975.11,4132.0,1194.53,México,0.959236299133259,0.41332399719915974,0.11045961181509634,Premium Senior,153751.74,7634.2,1.9307043525808065,2.854388207536586,-0.8717216704757303,0
624,41,10392.1,2018-11-21,14,41,62,mamposteria,Brasil,2014-11-11,25644.82,8041.0,1479.18,Desconocido,0.5032121409903009,0.8043413023907172,0.1392213466332149,Premium Senior,179575.49,8916.42,2.9139807785953,0.2792577978344151,-2.394763751388103,2
625,7,1720.73,1990-05-15,4,7,74,pesca,Estados Unidos,2009-10-29,39562.37,5141.0,5336.54,Nicaragua,0.7874332156902949,0.5142542762828849,0.5289784708841113,Básico,29734.21,1476.39,-2.270504879132373,1.0322954831844122,0.05624599905623637,3
626,30,8763.51,2019-02-03,3,30,34,television,Desconocida,,3493.65,1062.0,9497.82,Rusia,0.050845931185970084,0.10623186956086826,0.9494444180611367,Premium Joven,151433.45,7519.09,2.1565484629256257,-1.8312005391061934,2.6831578164470486,1
627,96,5347.575,2024-06-27,15,96,83,mamposteria,Colombia,,20706.97,3023.0,4520.46,Desconocido,0.40237247928925696,0.30239071721516453,0.4465197442009209,Estándar Senior,92406.1,4588.22,-0.08420845310963197,0.5200004442553159,0.16458583094699758,0
628,29,1426.81,2024-11-28,3,29,84,futbol,Francia,2007-01-07,23378.88,7475.0,4330.2,Desconocido,0.45693762413886485,0.7477243172951885,0.4272954067110377,Básico,24655.28,1224.2,-2.430941174149709,-0.41849929500384336,-1.3090599151735667,3
630,59,10251.6,2020-05-07,8,59,38,anime,Palestina,2020-06-10,26207.97,7474.0,8877.55,Desconocido,0.5147126635835232,0.7476242872861858,0.8867708144931254,Premium Senior,177147.65,8795.87,3.0431234279182684,-1.4444299115278432,0.4629926559112957,2
631,44,2479.69,2010-01-21,3,44,38,escultura,Perú,1999-11-04,14330.7,808.0,5096.815,Desconocido,0.2721577279876751,0.08082424727418225,0.5047560683572416,Básico,42849.04,2127.57,-1.7925885398274681,-0.1360532291041886,1.5153466860532516,3
633,50,5347.575,1992-09-23,12,50,72,pesca,R.D Congo,2008-04-15,3133.64,4930.0,336.01,Desconocido,0.0434938879669592,0.493147944383315,0.023712643341352736,Estándar Senior,92406.1,4588.22,-0.15233273826866534,-0.4524546144187451,-1.9280884654171573,2
634,38,10685.8,2005-05-19,2,38,30,pasear,Afganistan,2011-10-08,43847.11,735.0,5886.29,Japón,0.8749352119188014,0.07352205661698509,0.5845265605249357,Premium Joven,184650.62,9168.42,3.136190189351733,2.0840287017455377,1.9958828391651111,0
635,55,3334.59,2008-02-29,14,55,50,politica,Colombia,2002-03-23,39580.37,6061.0,823.58,Desconocido,0.7878008076403579,0.6062818845653696,0.07297791312975974,Estándar Senior,57621.72,2861.08,-1.4098795092806438,1.5946443549208935,-1.5517056896671066,3
637,7,801.36,2020-05-26,20,7,74,pesca,Estados Unidos,2009-10-29,39562.37,5141.0,5336.54,Nicaragua,0.7874332156902949,0.5142542762828849,0.5289784708841113,Básico,13847.5,687.57,-2.8263088019107445,1.0039289624530694,0.07477616560715901,3
638,85,5020.7,2009-04-02,18,85,45,herreria,Francia,2023-01-01,31357.85,4930.0,2975.83,Estados Unidos,0.6198823542385598,0.493147944383315,0.29044653692141825,Estándar Senior,86757.7,4307.76,-0.32022824825274776,0.7722485516312857,-0.5281629771850569,0
639,3,2785.2,2000-02-07,14,3,30,acampar,Japón,1985-08-13,36744.61,7600.0,3094.07,Japón,0.729889554956426,0.7602280684205261,0.3023937968016021,Básico,48128.26,2389.7,-1.6534093143417736,0.2735554341387529,-1.1568690333094016,3
640,82,5155.05,2021-05-09,20,82,89,carpinteria,Estados Unidos,2019-11-24,3466.88,6028.0,472.32,Desconocido,0.050299240269126314,0.6029808942682805,0.03748574038353695,Estándar Senior,89079.26,4423.03,-0.26215122899142956,-0.5405179821221161,-2.404714056255005,2
642,54,4755.5,2008-02-06,16,54,75,series,Costa Rica,2009-12-08,26311.56,9241.0,3529.69,Afganistán,0.516828155256136,0.9243773131939582,0.3464099110523268,Estándar Senior,82175.04,4080.22,-0.4307652224749928,-0.4430580197190651,-2.1257531117948516,2
643,28,5347.575,2002-02-25,13,28,57,videojuegos,México,2012-10-15,25644.82,7902.0,8062.11,Corea del Sur,0.5032121409903009,0.7904371311393418,0.8043767549811404,Estándar Senior,92406.1,4588.22,0.053601347917072995,-1.3517012867784526,-0.03246462762225573,1
644,4,10692.0,2004-04-16,8,4,31,geografia,Sudafrica,1986-01-07,5205.68,7693.0,4795.67,México,0.08580862264521619,0.7695308592577773,0.47432763824376084,Premium Joven,184757.76,9173.74,3.2364894174388934,-2.232879884575105,-1.103803521911189,2
645,73,6930.8,2023-09-20,8,73,76,carpinteria,Ucrania,2000-06-03,22942.22,6797.0,173.19,Desconocido,0.44802025186583555,0.6799039711913574,0.007260910816897934,Estándar Senior,119764.22,5946.63,0.775283949373262,0.7116262782227142,-2.4895660182677712,2
646,90,283.12,1985-07-16,7,90,77,teatro,Argelia,2024-01-10,33078.74,322.0,5871.52,Argentina,0.6550259826243369,0.03220966289886966,0.5830341634644629,Básico,4892.31,242.92,-3.1500187919490044,1.576011717183353,1.8015444590939198,3
647,2,1518.01,2009-10-17,4,2,89,pretty cure,Argentina,1986-07-03,43515.24,3384.0,499.8,Corea del Sur,0.868157837448389,0.3385015504651395,0.04026238704716561,Básico,26231.21,1302.45,-2.5575829558631664,2.9779993301487635,-1.0375194884207501,3
648,60,7295.76,2014-11-16,13,60,80,porrismo,Costa Rica,1992-08-29,25644.82,1195.0,3256.57,Desconocido,0.5032121409903009,0.11953586075822746,0.31881319574045425,Premium Senior,126070.73,6259.76,1.03458418596589,1.635858127083144,0.4036759481991197,0
649,91,1506.64,,8,91,18,beisbol,Colombia,2013-09-09,11311.42,4930.0,5572.91,Canadá,0.21049867115510054,0.493147944383315,0.5528618759744282,Básico,26034.74,1292.7,-2.32336391878648,-1.708948287150459,0.4519046787316536,3
650,92,5347.575,2003-09-21,11,92,57,teatro,Botsuana,2000-06-22,47975.11,4132.0,1194.53,México,0.959236299133259,0.41332399719915974,0.11045961181509634,Estándar Senior,92406.1,4588.22,-0.215500203600425,2.7448525357977394,-0.8001685089226608,0
651,52,9943.22,1991-09-24,19,52,51,deportes,Argentina,1983-10-12,22383.92,8691.0,9738.13,Rusia,0.4366187748813801,0.8693608082424727,0.9737259304241862,Premium Senior,171818.84,8531.28,2.8941764979425235,-2.0801643504107474,0.18335028332351905,2
653,69,10469.0,1988-01-09,6,69,62,series,Italia,1989-07-01,23224.1,6010.0,1118.41,Desconocido,0.4537767418038227,0.6011803541062318,0.10276826013986298,Premium Senior,180904.32,8982.4,2.9390545468119136,0.6683907867480708,-1.8512613853901296,2
656,90,5347.575,1984-03-02,15,90,77,teatro,Argelia,2024-01-10,33078.74,322.0,5871.52,Argentina,0.6550259826243369,0.03220966289886966,0.5830341634644629,Estándar Senior,92406.1,4588.22,-0.08831013118406167,1.7322718993079547,1.6994689445297577,0
657,63,3618.3,2021-05-13,9,63,54,beisbol,Alemania,1992-03-26,10054.74,7611.0,4405.1,Desconocido,0.1848350349436992,0.7613283985195558,0.43486348659116103,Estándar Senior,62524.22,3104.5,-1.0680957744934532,-1.7286916270668622,-1.2272729192264136,3
658,7,5347.575,2010-10-05,9,7,74,pesca,Estados Unidos,2009-10-29,39562.37,5141.0,5336.54,Nicaragua,0.7874332156902949,0.5142542762828849,0.5289784708841113,Estándar Senior,92406.1,4588.22,-0.07790145428939545,1.1441992103036946,-0.01685407270894591,0
659,17,6489.0,1990-09-02,5,17,45,escultura,Australia,2022-09-10,29429.56,7161.0,9984.75,Desconocido,0.5805032497170564,0.7163148944683405,0.9986450206783383,Estándar Senior,112129.92,5567.56,0.7894535842679399,-1.4113104601953912,0.9760272084213185,1
660,77,3748.3,1984-02-12,1,77,18,deportes,Egipto,,11935.41,1457.0,6688.03,Desconocido,0.22324165453953596,0.1457437231169351,0.6655363384033068,Estándar Joven,64770.62,3216.04,-0.9642680448504894,-1.0039829496286998,1.955407985529238,1
662,45,9050.35,2009-07-19,1,45,74,porrismo,Estados Unidos,,18247.94,6601.0,6962.73,Japón,0.35215472190239455,0.660298089426828,0.6932927007940926,Premium Senior,156390.05,7765.2,2.259527052532551,-1.0489415566142208,-0.25775955583672894,2
663,62,4227.76,,5,62,45,carpinteria,Canadá,2000-12-31,5600.87,7719.0,7628.95,Afganistán,0.09387910390885026,0.7721316394918476,0.7606092051697361,Estándar Senior,73055.69,3627.42,-0.5950238324223647,-2.8805738096307234,-0.1749194038345676,1
664,87,4921.79,1992-09-18,9,87,29,porrismo,Palestina,2008-01-10,25644.82,1007.0,9830.81,Argentina,0.5032121409903009,0.10073021906571972,0.9830905451543573,Estándar Joven,85048.53,4222.9,-0.1978848631363926,-0.4052427801400493,3.150709330862619,1
665,15,5347.575,2021-09-25,6,15,27,series,España,2009-04-18,7389.32,9865.0,2347.66,Ucrania,0.130402427413864,0.9867960388116435,0.22697469795884134,Estándar Joven,92406.1,4588.22,-0.050858983283948445,-2.259969735565032,-2.4790049238953884,2
666,59,5013.2,2022-03-15,3,59,38,anime,Palestina,2020-06-10,26207.97,7474.0,8877.55,Desconocido,0.5147126635835232,0.7476242872861858,0.8867708144931254,Estándar Senior,86628.1,4301.33,-0.12374219580955177,-1.6060569812321812,0.5685740400057675,1
667,1,10395.0,1985-04-13,6,1,82,acampar,Desconocida,1984-12-25,37424.31,4687.0,8629.5,Estados Unidos,0.7437702354263066,0.4688406521956587,0.8617072335283116,Premium Senior,179625.6,8918.91,3.0661201692431685,0.6097709840700632,1.0245626128419376,0
668,51,1213.43,1995-04-07,3,51,88,manga,Costa Rica,,36396.76,2340.0,7773.72,Desconocido,0.7227858405214578,0.2340702210663199,0.7752371213812908,Básico,20968.07,1041.12,-2.5271585841229074,1.0689802942449078,1.6567966287447198,3
670,18,7028.1,1999-12-05,1,18,47,"comida,viajes",España,2015-04-30,3891.28,4930.0,6148.62,Estados Unidos,0.05896624158061271,0.493147944383315,0.6110330277472685,Premium Senior,121445.57,6030.11,1.0365418810947513,-1.9025721252720889,0.19008432469984304,1
671,22,8174.13,1995-05-24,20,22,69,acampar,Costa Rica,1997-12-29,26794.98,8642.0,965.88,Canadá,0.5267004497283291,0.8644593378013404,0.08735625447744377,Premium Senior,141248.97,7013.4,1.558687759614704,0.34284964207852536,-2.7759239086150655,2
672,80,8873.75,2020-11-16,4,80,24,herreria,Brasil,2004-09-25,47555.83,3376.0,9812.03,Corea del Sur,0.9506738573097906,0.33770131039311796,0.9811929678493012,Premium Joven,153338.4,7613.68,2.1684725216680163,0.7378690634079923,2.5226007823734737,1
673,42,1122.62,1995-07-01,13,42,26,teatro,Estados Unidos,1986-04-21,16171.03,6467.0,7682.1,Desconocido,0.30974053317987055,0.6468940682204661,0.7659796116534284,Básico,19398.87,963.21,-2.494911352388056,-2.1040581040052935,0.607313388544356,3
674,86,376.73,2002-09-22,12,86,22,politica,Brasil,2015-01-06,26377.22,2053.0,1333.56,México,0.518169049002866,0.20536160848254476,0.12450754433490319,Básico,6509.89,323.23,-3.1805084456652426,1.0572505740792313,0.1623876639282447,3
675,78,6690.03,2023-09-19,5,78,23,geografia,Egipto,1995-11-21,6760.73,9285.0,7092.54,Corea del Sur,0.11756550386441247,0.9287786335900771,0.7064090218787227,Estándar Joven,115603.72,5740.05,0.894767154892789,-3.2179939248907807,-0.7167043485232985,2
677,22,7203.09,,2,22,69,acampar,Costa Rica,1997-12-29,26794.98,8642.0,965.88,Canadá,0.5267004497283291,0.8644593378013404,0.08735625447744377,Premium Senior,124469.4,6180.25,0.9716474548815175,0.31288891259841745,-2.7563523399862664,2
678,24,8332.0,1990-12-18,14,24,52,la uas,Sudafrica,1996-07-17,45732.16,5431.0,1743.06,Canadá,0.9134312788891535,0.5432629788936681,0.16588442966081057,Premium Senior,143976.96,7148.86,1.6203594148458427,2.180282799510783,-1.0950368096267786,0
679,88,8401.87,1983-06-08,20,88,85,carpinteria,Costa Rica,2023-10-12,18414.42,9159.0,2215.83,Desconocido,0.35555453900497763,0.9161748524557367,0.2136542711150944,Premium Senior,145184.31,7208.8,1.7474441106865455,-0.50238111603125,-2.7733285560877117,2
680,86,5347.575,1987-07-17,19,86,22,politica,Brasil,2015-01-06,26377.22,2053.0,1333.56,México,0.518169049002866,0.20536160848254476,0.12450754433490319,Estándar Joven,92406.1,4588.22,-0.17538983583534926,1.2106225742618872,0.06219882742802331,0
681,57,5347.575,1995-09-27,16,57,42,futbol,Ucrania,1983-12-30,36551.28,1600.0,7601.86,Perú,0.7259414131949989,0.1600480144043213,0.7578719650635607,Estándar Senior,92406.1,4588.22,-0.02476308774622205,0.9178017090072174,2.193686951292111,1
682,56,8639.66,2022-04-28,7,56,44,herreria,Sudafrica,1989-02-22,25644.82,4930.0,5279.53,Perú,0.5032121409903009,0.493147944383315,0.5232180405240869,Premium Senior,149293.32,7412.83,1.944977982795846,-0.06391275921693983,0.11098558452639298,2
684,15,9023.59,2019-03-02,8,15,27,series,España,2009-04-18,7389.32,9865.0,2347.66,Ucrania,0.130402427413864,0.9867960388116435,0.22697469795884134,Premium Joven,155927.64,7742.24,2.1714705097554923,-2.1465488814604945,-2.5530960447914026,2
685,65,5240.01,,13,65,63,series,Estados Unidos,2024-08-02,16955.73,8898.0,2043.61,España,0.32576550002511884,0.8900670201060318,0.1962527395135614,Estándar Senior,90547.37,4495.93,-0.1614854251161476,-0.850551646218902,-2.4889867514316544,2
686,50,5347.575,2017-12-14,8,50,72,pesca,R.D Congo,2008-04-15,3133.64,4930.0,336.01,Desconocido,0.0434938879669592,0.493147944383315,0.023712643341352736,Estándar Senior,92406.1,4588.22,-0.15233273826866534,-0.4524546144187451,-1.9280884654171573,2
687,14,10833.6,2011-03-03,6,14,76,deportes,Botsuana,,49553.23,967.0,3581.3,Desconocido,0.9914643107017862,0.09672901870561168,0.3516247121553063,Premium Senior,187204.61,9295.23,3.136193248467325,3.4756178669382227,0.7861989304151391,0
688,11,5347.575,2013-01-04,13,11,54,lectura,Estados Unidos,1997-08-27,28927.91,4930.0,719.41,Canadá,0.5702586662865493,0.493147944383315,0.06245232059154294,Estándar Senior,92406.1,4588.22,-0.18541976285262365,1.1975910003019992,-1.3844492499247048,0
689,76,2606.84,1992-08-20,5,76,87,alfareria,Palestina,1999-12-28,13722.23,9881.0,1788.23,Rusia,0.259731690551294,0.9883965189556867,0.17044851735353644,Básico,45046.2,2236.67,-1.7541997457416159,-1.0899876648369111,-3.1058396529618486,3
690,26,5536.26,1998-10-20,5,26,48,geografia,Afganistan,1984-12-11,14385.05,6187.0,9789.93,Desconocido,0.2732676514591154,0.6188856656997099,0.9789599295936173,Estándar Senior,95666.57,4750.11,0.22835256895509817,-2.2577201164059444,1.0865438238539935,1
691,28,5347.575,2004-12-24,15,28,57,videojuegos,México,2012-10-15,25644.82,7902.0,8062.11,Corea del Sur,0.5032121409903009,0.7904371311393418,0.8043767549811404,Estándar Senior,92406.1,4588.22,0.053601347917072995,-1.3517012867784526,-0.03246462762225573,1
692,83,6992.28,1989-11-09,18,83,25,pesca,Argentina,2007-02-10,34857.09,7773.0,6972.94,México,0.6913430462018153,0.7775332599779934,0.6943243442597276,Estándar Joven,120826.6,5999.38,1.0077354153801439,-0.6912848817772672,0.004683217387733672,1
693,20,2420.43,2008-04-02,3,20,63,porrismo,México,1989-06-16,11339.44,5382.0,9996.17,Desconocido,0.21107088929069867,0.5383615084525357,0.9997989255145333,Básico,41825.03,2076.73,-1.6543620501415934,-2.2689221883558983,1.3215158274168417,1
694,83,4968.12,1989-12-03,19,83,25,pesca,Argentina,2007-02-10,34857.09,7773.0,6972.94,México,0.6913430462018153,0.7775332599779934,0.6943243442597276,Estándar Joven,85849.11,4262.65,-0.21596788993877325,-0.7537389303306145,0.0454807453057162,1
695,46,1912.92,2014-04-15,15,46,85,beisbol,Palestina,2015-04-14,32215.89,3533.0,5096.815,Argentina,0.637405054062565,0.35340602180654196,0.5047560683572416,Básico,33055.26,1641.29,-2.1628786064316627,1.0484815339900844,0.34455613257351164,3
696,51,2690.03,1996-02-20,2,51,88,manga,Costa Rica,,36396.76,2340.0,7773.72,Desconocido,0.7227858405214578,0.2340702210663199,0.7752371213812908,Básico,46483.72,2308.05,-1.6344804205649124,1.1145398388886525,1.6270352787988467,3
698,79,3173.82,1997-04-02,18,79,82,carpinteria,Rusia,2007-08-15,39321.84,1292.0,5096.815,Canadá,0.7825211661487023,0.12923877163148945,0.5047560683572416,Estándar Senior,54843.61,2723.14,-1.4306935094624686,2.1258175324609807,1.1745231080928185,0
701,58,6619.78,1989-07-14,12,58,40,herreria,Canadá,2009-02-28,4783.93,7548.0,7312.84,Corea del Sur,0.07719573903748908,0.7550265079523857,0.7286686747170559,Estándar Senior,114389.8,5679.77,0.8437751674687538,-2.8120763858164475,-0.23110986445444687,1
702,70,2784.85,1983-12-04,8,70,20,yosakoi,Canadá,2015-07-18,10930.67,384.0,2175.26,Corea del Sur,0.202723080322517,0.03841152345703711,0.20955497871540688,Básico,48122.21,2389.4,-1.683152318316873,0.16764529542429443,0.8239255426125875,3
703,49,2597.42,2021-04-07,10,49,75,pintura,Japón,1993-10-15,17112.55,2966.0,8762.58,Ucrania,0.32896804278116804,0.2966890067020106,0.8751539634408189,Básico,44883.42,2228.59,-1.616213465471795,-0.845316633741265,1.674892912836793,1
706,3,9832.53,2005-01-11,2,3,30,acampar,Japón,1985-08-13,36744.61,7600.0,3094.07,Japón,0.729889554956426,0.7602280684205261,0.3023937968016021,Premium Joven,169906.12,8436.31,2.6070442801253404,0.4909958663837119,-1.2989099787804477,2
707,45,4600.38,1989-09-10,5,45,74,porrismo,Estados Unidos,,18247.94,6601.0,6962.73,Japón,0.35215472190239455,0.660298089426828,0.6932927007940926,Estándar Senior,79494.57,3947.13,-0.4306950209181208,-1.1862422072411127,-0.1680691793621935,1
708,65,5347.575,1991-09-22,5,65,63,series,Estados Unidos,2024-08-02,16955.73,8898.0,2043.61,España,0.32576550002511884,0.8900670201060318,0.1962527395135614,Estándar Senior,92406.1,4588.22,-0.09645725749324233,-0.8472328087846956,-2.4911547512013055,2
