Customer_ID,Timestamp,ingresos,puntos_lealtad,gastos_mensuales,pais
1084,13/10/2003,38742.31,8424.0,6463.72,Canadá
1085,05/03/2020,,1755.0,7853.54,China
1086,21/03/1991,,6676.0,3268.36,Argentina
1087,14/04/1989,8929.61,8057.0,3873.9,india
1088,08/07/1983,7775.26,2712.0,810.11,CHINA
1089,10/01/1985,13905.41,1303.0,,México
1090,,34352.63,9754.0,4211.73,UCRANIA
1091,30/12/2023,48873.52,3686.0,4591.84,Estados Unidos
1092,26/09/2006,5291.97,6269.0,1466.76,corea
1093,07/08/1988,9750.25,9818.0,3986.3,colombia
1094,22/05/1991,21756.78,9922.0,3401.17,Nicaragua
1095,20/04/2011,3789.5,,920.38,CHINA
1096,15/04/1994,38542.85,9392.0,9954.54,NICA
1097,27/11/1995,23643.08,1980.0,232.05,corea
1098,30/12/1997,43719.93,3159.0,590.16,
1099,13/08/1999,33659.74,4602.0,,nicaragua
1100,16/03/2005,2497.01,3364.0,,India
1101,08/10/2011,37638.95,211.0,651.8,COL
1102,29/07/2000,41838.98,3359.0,1102.85,RUS
1103,21/09/1993,38357.05,1747.0,966.01,nicaragua
1104,05/12/1995,17319.75,2964.0,7595.15,rusia
1105,31/07/1984,15539.02,2061.0,7019.41,AFG
1106,22/04/1996,47647.33,,7620.79,PE CAUSA
1107,25/04/2000,17070.02,9890.0,4756.89,corea
1108,24/12/1997,49692.57,6825.0,8413.34,
1109,04/09/2016,,4652.0,5489.4,COREA
1110,23/10/2016,40936.4,643.0,1406.12,CHINA
1111,13/04/1991,17302.95,4913.0,,jap
1112,23/08/1983,40032.4,5937.0,5750.57,UCRANIA
1113,11/02/2012,,9529.0,715.67,México
1114,29/06/2021,18915.81,6958.0,,AFG
1115,08/02/2000,26437.22,6386.0,5800.5,MEXICO
1116,13/05/2013,15809.85,9896.0,7322.19,Ind
1117,23/03/2006,17725.38,9740.0,2552.51,Rusia
1118,11/09/1996,8905.44,,9551.32,España
1119,17/11/1989,11940.82,3014.0,1435.88,mex
1120,30/08/1987,33904.78,6939.0,1373.54,CA
1121,05/04/1983,10401.47,5834.0,3357.52,CA
1122,,,9046.0,1858.39,AFG
1123,25/02/2015,3379.14,7635.0,898.06,japon
1124,09/10/1995,1526.62,9326.0,3896.35,nicaragua
1125,16/11/2006,,,9377.8,india
1126,09/10/1991,45877.21,171.0,6298.18,japon
1127,16/01/2021,,4876.0,4766.42,china
1128,13/06/2006,17777.16,8309.0,8633.82,Argentina
1129,17/12/1995,35022.43,1318.0,7125.97,rusia
1130,28/01/2006,17869.54,4970.0,6465.09,Ind
1131,04/04/1999,5188.7,9362.0,6667.76,China
1132,17/04/2007,25512.88,2526.0,1780.17,españa
1133,05/03/1988,17885.71,,4612.59,UCRANIA
1134,21/08/1983,48543.27,382.0,2911.54,España
1135,05/07/1994,49450.52,6902.0,,
1136,13/10/1992,42315.47,6677.0,5980.04,nicaragua
1137,09/06/1992,46376.23,3782.0,9925.6,Rusia
1138,03/09/2023,26079.59,5805.0,7360.78,USA
1139,18/01/2007,38169.3,6564.0,5805.15,Nicaragua
1140,06/01/1996,,5763.0,892.74,argentinaAfganistan
1141,22/10/2004,16316.94,621.0,9056.24,japon
1142,14/07/2012,15458.86,1108.0,5023.96,India
1143,14/11/2010,43359.21,2189.0,7417.15,jap
1144,03/02/1995,37358.3,9121.0,8316.1,COREA
1145,09/01/1987,15154.47,7747.0,7251.59,nicaragua
1146,23/05/1999,1030.4,2543.0,3599.46,afganistan
1147,11/03/1991,14578.47,7087.0,194.4,nicaragua
1148,19/01/2005,34065.95,4912.0,5599.45,PE CAUSA
1149,12/08/2015,25129.18,9521.0,,argentinaAfganistan
1150,01/11/1996,42197.14,4385.0,3154.79,Ucrania
1151,01/05/2024,30883.57,4905.0,1502.89,mex
1152,09/06/2013,12099.69,1883.0,7457.87,España
1153,19/08/1996,41603.08,,7532.27,COL
1154,,11755.87,5422.0,2427.38,nicaragua
1155,08/07/2008,6695.06,6290.0,5120.63,Rusia
1156,,35167.69,6165.0,,CHINA
1157,02/06/2015,45158.48,8961.0,6307.61,nicaragua
1158,28/08/2024,30582.08,5439.0,5333.27,canada
1159,30/04/2021,29594.89,2609.0,932.49,mex
1160,21/12/1986,18449.59,596.0,2967.61,México
1161,12/07/2016,24830.98,2301.0,2399.48,corea
1162,06/12/2010,25657.39,7302.0,2691.58,AFG
1163,23/10/1993,6761.14,6860.0,4514.43,colombia
1164,19/05/1995,36619.57,872.0,6051.77,MEXICO
1165,,36707.92,8059.0,3874.3,NICA
1166,23/12/2002,10598.24,9710.0,2432.25,Peru
1167,20/07/2022,10471.62,9242.0,7641.13,españa
1168,13/12/1992,21840.38,9858.0,1934.46,Peru
1169,,6682.15,5855.0,5470.24,Peru
1170,18/02/1984,10501.15,2239.0,3735.45,españa
1171,19/08/1985,46553.73,10.0,8820.92,Ind
1172,23/03/2023,16476.02,343.0,5577.95,us
1173,04/04/2007,16247.48,8482.0,1792.97,RUS
1174,23/04/2008,,6254.0,,Japon
1175,12/01/2009,6779.19,1246.0,6574.48,ARG
1176,30/10/2006,29982.0,4638.0,6699.91,ucraia
1177,04/06/2005,40054.4,668.0,8448.99,Rusia
1178,,37388.11,3707.0,3131.07,India
1179,,12553.99,1415.0,,Canadá
1180,16/10/1986,47258.03,2824.0,454.76,CA
1181,18/03/1985,14637.81,4299.0,8575.94,CHINA
1182,09/06/1993,32995.62,3137.0,5790.83,india
1183,20/07/1997,6895.5,2101.0,2520.27,nicaragua
1184,06/10/1992,9084.29,2174.0,698.91,Estados Unidos
1185,11/08/2024,32665.96,3219.0,1699.19,china
1186,,33007.27,6300.0,7286.51,AFG
1187,19/01/2016,18783.52,5661.0,,ARG
1188,11/03/2012,42520.65,3676.0,4399.06,Nicaragua
1189,07/02/2023,49157.99,3789.0,9533.23,afganistan
1190,06/11/2016,18377.8,2039.0,,COREA
1191,18/12/2008,44803.23,8629.0,4647.68,Estados Unidos
1192,11/02/2019,24416.04,1872.0,8342.08,Estados Unidos
1193,03/10/1986,28264.68,,9048.83,ARG
1194,27/11/2009,36124.74,7005.0,3347.31,Canadá
1195,03/02/2003,26965.91,4001.0,8666.89,afganistan
1196,17/05/2016,40155.0,2779.0,5630.25,Argentina
1197,30/11/2020,42564.09,6049.0,5287.32,RUS
1198,27/12/1991,6034.7,8148.0,7462.8,India
1199,02/05/2011,16525.56,2452.0,8038.86,argentinaAfganistan
1200,22/11/2008,36865.22,4278.0,3320.99,COREA
1201,,29619.7,8216.0,6407.96,españa
1202,08/01/1985,11873.65,,3768.36,UCRANIA
1203,17/09/2019,23929.7,1943.0,,mex
1204,19/10/1986,18991.53,1009.0,4276.45,argentinaAfganistan
1205,08/05/1990,21101.32,,6999.75,Peru
1206,08/08/1988,12036.37,9901.0,5386.14,NICA
1207,,23296.83,7911.0,453.6,Estados Unidos
1208,30/03/1997,5356.89,198.0,4622.4,COREA
1209,08/12/1984,41154.87,,8812.33,jap
1210,01/09/2000,2721.5,8232.0,9699.26,
1211,27/05/2012,,9331.0,9164.13,India
1212,02/10/2006,38062.31,2653.0,2732.6,us
1213,25/08/2001,13536.17,1107.0,1611.55,españa
1214,17/12/2023,37685.36,2060.0,9410.13,india
1215,30/06/2013,,8697.0,1054.15,
1216,29/07/2015,,5077.0,1636.42,Canadá
1217,11/02/1987,6532.4,290.0,6303.57,us
1218,26/08/1989,8135.95,3910.0,391.84,corea
1219,30/05/2006,15875.98,46.0,6233.36,peruColombia
1220,28/10/1998,15985.82,8957.0,,CA
1221,06/04/2006,29508.02,7995.0,916.81,India
1222,08/02/2015,1410.79,7991.0,5949.23,AFG
1223,30/03/1996,38533.09,8597.0,3568.1,india
1224,08/01/2018,40230.01,2642.0,3462.92,
1225,08/01/1996,41416.62,6804.0,1627.45,Ind
1226,01/09/2024,11828.64,3087.0,4890.08,COL
1227,24/01/1998,,7193.0,5169.93,Rusia
1228,28/10/2024,13384.76,941.0,743.12,China
1229,30/07/2000,49359.52,4436.0,9443.5,CHINA
1230,14/02/1996,43502.11,3993.0,7986.71,peruColombia
1231,01/07/2007,21520.03,5416.0,2939.15,jap
1232,21/04/1993,14202.79,6194.0,1616.83,AFG
1233,15/12/1993,38422.77,8063.0,3960.88,Rusia
1234,25/05/1984,8404.46,8592.0,,España
1235,13/08/2000,35662.42,2151.0,3539.01,RUS
1236,06/11/2010,46983.71,3514.0,,canada
1237,21/04/2017,,5360.0,8760.83,argentinaAfganistan
1238,16/09/2021,8848.36,5688.0,6238.04,India
1239,18/02/1984,40390.47,1102.0,,Peru
1240,,32967.58,2238.0,,afganistan
1241,02/08/2007,19290.95,4979.0,7662.47,Canadá
1242,14/04/2007,24815.68,4295.0,6698.78,USA
1243,06/10/2014,42640.75,,7410.07,japon
1244,05/08/2006,45490.9,6939.0,4632.78,Estados Unidos
1245,29/03/1992,1529.78,,3314.93,mex
1246,28/06/2014,31373.67,6106.0,1162.48,España
1247,20/03/2003,23691.93,9747.0,5844.31,RUS
1248,08/06/2007,27386.17,844.0,6083.0,Argentina
1249,07/05/1989,1226.93,2252.0,1450.77,china
1250,15/09/2001,48275.88,6928.0,3975.84,Canadá
1251,24/07/1985,24426.86,3860.0,4832.17,ES
1252,18/02/1997,29981.99,,5032.62,UCRANIA
1253,12/10/2018,47285.88,5162.0,3279.57,Japon
1254,24/01/1992,2136.02,9263.0,1002.62,Peru
1255,25/08/2016,27527.73,921.0,5187.44,canada
1256,08/02/2019,,9186.0,427.24,COL
1257,15/10/2002,40202.23,,7678.74,RUS
1258,21/10/2006,36798.05,,7087.54,Canadá
1259,,40336.28,4150.0,5223.71,India
1260,26/02/1987,40944.96,9664.0,7145.41,Peru
1261,05/05/2019,22506.19,7566.0,8074.64,peruColombia
1262,04/06/1993,46814.47,4824.0,6608.97,RUS
1263,07/05/2017,46671.64,7565.0,,COL
1264,18/09/1992,16247.4,960.0,2519.77,
1265,05/08/1998,,3763.0,6369.09,España
1266,08/05/2019,,7681.0,7036.97,nicaragua
1267,03/05/2003,39466.89,920.0,5314.55,COL
1268,,42457.99,294.0,1431.85,Ind
1269,03/05/2017,31647.6,2117.0,1096.81,PE CAUSA
1270,,40297.23,117.0,,España
1271,02/05/2017,44415.69,8833.0,,Canadá
1272,11/11/1986,3402.73,5207.0,9889.36,Canadá
1273,18/08/1992,33593.4,,1795.77,AFG
1274,02/12/2001,20403.72,4295.0,370.1,canada
1275,04/12/1995,17704.67,6666.0,6770.0,mx
1276,02/02/2001,,7415.0,4773.53,peruColombia
1277,27/07/2015,12633.06,8655.0,,UCRANIA
1278,30/01/2001,13102.2,1475.0,5890.44,MEXICO
1279,,9056.6,2633.0,8234.49,ARG
1280,16/01/2017,31377.7,6174.0,6406.33,NICA
1281,25/02/2003,31911.35,,5006.69,India
1282,,7533.86,9120.0,7063.75,colombia
1283,16/11/2006,46558.8,7920.0,9856.97,India
1284,01/07/1987,2646.01,8561.0,3414.47,COREA
1285,12/11/1992,46083.69,3566.0,,AFG
1286,14/02/1993,7851.61,6851.0,,COREA
1287,07/02/1997,46799.32,4652.0,8590.56,china
1288,21/05/2014,8394.44,5799.0,6196.0,mx
1289,03/11/2024,1941.31,560.0,2274.79,RUS
1290,10/12/1990,43867.68,5058.0,5357.6,jap
1291,09/07/1990,4572.48,3078.0,6312.1,india
1292,07/01/2019,47114.04,2804.0,2441.6,USA
1293,01/10/1992,11085.24,9152.0,4505.72,japon
1294,04/05/1988,34193.36,2514.0,2707.63,RUS
1295,17/07/2005,9133.58,,6546.85,Japon
1296,18/01/2013,21583.74,8277.0,7320.69,mex
1297,05/02/2007,,5974.0,,japon
1298,27/05/2023,45448.53,3107.0,1281.6,india
1299,01/12/1998,28174.81,2919.0,5538.0,CHINA
1300,26/08/2018,30272.59,,2333.61,rusia
1301,11/03/1989,16074.83,8736.0,8786.57,PE CAUSA
1302,26/06/2007,43180.57,9332.0,9423.14,Canadá
1303,14/11/2000,13396.42,529.0,6136.51,peruColombia
1304,08/05/2004,31236.21,515.0,5175.42,ucraia
1305,05/03/2000,22998.68,7435.0,9738.93,China
1306,23/07/2021,3155.25,8971.0,9498.67,AFG
1307,14/09/2012,,,3081.52,rusia
1308,16/04/1996,35191.8,6968.0,1087.54,China
1309,28/05/2002,44773.73,5596.0,3894.64,japon
1310,24/02/1997,46647.69,,9466.82,japon
1311,,43977.83,,3045.28,Estados Unidos
1312,28/10/1988,24381.0,2212.0,778.55,india
1313,28/05/2001,42487.97,6550.0,4474.5,
1314,,47011.57,3034.0,5002.9,colombia
1315,,26547.15,6475.0,3557.73,jap
1316,31/12/2010,19979.12,2339.0,5057.21,AFG
1317,,3485.65,7689.0,985.7,
1318,12/06/2004,,5169.0,,NICA
1319,16/03/1987,6371.76,1421.0,8771.77,ucraia
1320,,43451.95,6032.0,961.57,Rusia
1321,18/07/1987,,2885.0,1786.91,mex
1322,05/07/1992,36363.4,5016.0,9764.91,Rusia
1323,,19429.56,2296.0,7791.17,india
1324,09/07/1987,22747.73,1721.0,9518.54,MEXICO
1325,23/04/2003,5695.29,9652.0,9251.02,COREA
1326,17/04/1998,47355.38,7542.0,9733.45,jap
1327,08/02/1994,39883.84,5371.0,,NICA
1328,04/09/1985,35595.03,2137.0,9800.5,ucraia
1329,16/01/1998,7466.49,7860.0,2845.24,China
1330,28/09/2024,29666.03,4136.0,1042.05,Ucrania
1331,17/10/1990,39923.16,7867.0,1274.0,argentinaAfganistan
1332,03/04/1994,23909.35,2255.0,,
1333,26/08/2002,,5985.0,6776.72,China
1334,,4778.84,3375.0,,ucraia
1335,09/10/2010,40991.3,7653.0,4206.76,RUS
1336,02/05/2000,41984.56,4685.0,4008.48,RUS
1337,21/01/2025,20525.17,6896.0,2833.15,PE CAUSA
1338,,12371.03,4446.0,2844.09,España
1339,02/06/1990,34762.47,2957.0,887.74,ES
1340,08/07/1994,44673.43,1516.0,,USA
1341,18/03/2003,5644.27,1556.0,175.9,ucraia
1342,25/09/2003,,2767.0,9290.62,mx
1343,16/07/1985,48035.01,9447.0,2830.32,Nicaragua
1344,27/11/1984,40053.48,4612.0,7950.56,argentinaAfganistan
1345,,6327.16,7303.0,3879.57,ucraia
1346,14/11/2019,5386.58,3749.0,5416.84,Ucrania
1347,10/07/2019,40912.01,,1413.92,ucraia
1348,23/12/2021,34741.81,8415.0,7608.95,España
1349,26/04/2001,23785.67,67.0,604.24,India
1350,20/08/1999,46346.61,4752.0,6773.81,México
1351,30/09/2003,19047.7,8699.0,6905.26,corea
1352,31/08/2024,7004.05,6275.0,8504.55,CA
1353,24/12/2023,21307.94,254.0,2125.42,ucraia
1354,,,138.0,3439.36,Ind
1355,28/05/1988,6392.69,9233.0,2950.12,rusia
1356,31/03/1998,,6930.0,9403.19,Rusia
1357,20/11/1987,35620.64,3483.0,,mex
1358,,4144.09,5190.0,9016.77,NICA
1359,17/12/2017,12312.87,6350.0,4556.45,argentinaAfganistan
1360,10/10/1998,4349.04,9965.0,4390.56,ES
1361,21/11/2004,11945.66,1435.0,2560.25,MEXICO
1362,20/04/2013,7838.93,9744.0,7161.56,canada
1363,08/04/2006,15415.82,9883.0,2427.68,china
1364,17/02/2016,34247.49,3803.0,8138.86,ES
1365,16/02/1998,31275.92,1586.0,8323.56,Nicaragua
1366,25/12/2018,44952.63,6274.0,6621.05,AFG
1367,,5632.63,6105.0,5441.21,
1368,24/12/2022,28928.01,9014.0,,UCRANIA
1369,09/01/1983,46242.76,157.0,8596.25,
1370,11/01/2004,38786.7,5826.0,,españa
1371,22/04/2021,,1126.0,7783.93,Argentina
1372,,33825.02,2684.0,3484.6,Canadá
1373,,23178.93,9957.0,5229.95,rusia
1374,07/12/1986,13813.16,3383.0,,Nicaragua
1375,29/09/1997,,8140.0,8511.67,ES
1376,26/07/1985,49765.0,8205.0,,China
1377,06/09/2022,41693.58,2491.0,7320.69,jap
1378,24/06/2010,44973.85,6391.0,6894.36,UCRANIA
1379,21/10/2020,41321.11,1529.0,7377.56,china
1380,12/04/1998,16248.26,7741.0,7587.0,peruColombia
1381,25/06/2011,30030.77,380.0,1151.82,afganistan
1382,15/06/1985,46513.13,,5718.71,ARG
1383,,13727.52,9713.0,,españa
1384,05/04/1995,35905.45,4671.0,5007.45,CHINA
1385,19/07/1990,5600.69,136.0,4317.46,Ind
1386,30/10/2003,24489.59,4440.0,5970.55,México
1387,15/09/1996,39562.17,6822.0,1805.19,china
1388,17/05/1996,29267.55,8580.0,7944.79,Argentina
1389,22/12/2006,44335.86,3041.0,5489.25,USA
1390,09/06/2003,18910.12,,1641.28,India
1391,28/02/2006,28958.04,4812.0,,CHINA
1392,22/01/1984,,9886.0,861.26,Ind
1393,,24929.84,6265.0,909.68,Argentina
1394,15/01/1992,20069.41,,3289.03,Ucrania
1395,26/01/1987,11196.2,467.0,4616.68,jap
1396,09/03/2020,9113.1,7383.0,7924.73,colombia
1397,14/02/2018,17285.29,,428.11,china
1398,30/11/2020,,6366.0,953.32,Argentina
1399,,49847.39,690.0,7676.74,corea
1400,08/08/2019,46149.12,3916.0,7728.8,corea
1401,25/06/2008,43371.88,283.0,9575.3,Ind
1402,25/12/2023,7899.76,5115.0,8936.03,Estados Unidos
1403,05/07/2010,37920.86,6013.0,5055.71,AFG
1404,24/10/1991,37249.09,3714.0,7104.91,México
1405,13/03/2015,28601.35,5310.0,2583.21,UCRANIA
1406,22/06/2001,31806.7,5743.0,642.85,CA
1407,24/04/1991,3798.0,,,AFG
1408,09/12/1992,21008.17,5404.0,6341.86,india
1409,24/09/1984,13178.52,,,Ucrania
1410,07/09/2014,5356.48,9980.0,6389.35,Peru
1411,05/11/2015,18931.31,7291.0,394.07,CA
1412,,21959.72,4709.0,4464.58,jap
1413,13/08/1995,46442.06,,1345.94,Argentina
1414,12/05/2024,48003.8,5382.0,1377.87,ARG
1415,,8554.38,3246.0,5510.57,MEXICO
1416,02/02/2005,39872.81,,2494.47,afganistan
1417,,,2091.0,5675.86,españa
1418,14/08/2009,,3908.0,383.0,CA
1419,01/09/1985,2311.22,5402.0,1021.16,China
1420,05/12/2007,,6195.0,6333.64,ARG
1421,18/09/1989,20511.78,5885.0,181.02,India
1422,28/01/1993,36260.76,2768.0,7810.66,japon
1423,08/02/2015,7157.65,6268.0,7321.3,Japon
1424,06/09/1991,38883.18,9474.0,9382.2,corea
1425,07/04/2002,16563.2,6328.0,4707.96,canada
1426,07/08/1985,32005.89,6820.0,5990.61,México
1427,15/05/1984,21938.86,7570.0,,rusia
1428,12/01/2025,26906.86,2477.0,2369.9,afganistan
1429,03/07/1985,41429.8,3114.0,3537.33,UCRANIA
1430,21/10/2005,21100.28,1321.0,4034.74,ARG
1431,27/02/2013,33162.86,6027.0,550.41,Estados Unidos
1432,24/11/2009,27370.92,9413.0,5121.57,corea
1433,14/06/1998,11097.69,4287.0,1348.85,rusia
1434,27/01/1992,2069.7,5540.0,6604.76,Canadá
1435,14/12/1989,21483.4,8795.0,5628.57,jap
1436,26/08/1984,29047.39,244.0,699.9,argentinaAfganistan
1437,13/03/1989,23063.83,4843.0,2041.92,AFG
1438,04/07/1983,19400.26,1350.0,1052.97,RUS
1439,25/07/2003,8045.13,4007.0,,rusia
1440,,37993.74,,2433.58,México
1441,,29329.79,9676.0,,Peru
1442,,24080.31,514.0,6442.03,CHINA
1443,22/03/1999,32192.01,2289.0,2731.61,CHINA
1444,19/09/2011,38950.16,9758.0,2333.45,USA
1445,08/07/2002,22365.64,3191.0,4816.1,ARG
1446,21/03/2009,24400.4,1856.0,8418.12,España
1447,14/05/2004,26711.75,1945.0,6047.13,china
1448,28/09/1984,20615.49,9928.0,6491.73,CHINA
1449,23/01/1996,28078.82,7801.0,608.5,COL
1450,13/06/1985,,639.0,2629.79,españa
1451,26/02/2009,22148.25,5966.0,6699.66,españa
1452,09/02/2002,46855.74,1496.0,6510.03,china
1453,12/06/2013,23111.54,3364.0,4468.08,corea
1454,06/06/2021,48870.97,5371.0,3537.81,rusia
1455,07/01/2012,27887.57,5660.0,1862.48,ucraia
1456,23/05/2010,,1369.0,9522.51,UCRANIA
1457,,4998.25,317.0,4533.09,CA
1458,15/01/2003,23502.79,6957.0,9089.49,ucraia
1459,05/10/2022,2289.41,7497.0,4143.73,ES
1460,04/07/1999,,8728.0,774.59,México
1461,25/04/1998,35670.17,8307.0,934.14,NICA
1462,11/05/1995,20405.95,3433.0,3253.18,ARG
1463,01/06/2001,13769.07,,4899.18,
1464,08/07/2017,48983.19,5136.0,2882.23,nicaragua
1465,10/01/1988,30564.17,8119.0,2645.26,PE CAUSA
1466,13/12/1997,17505.42,,5342.92,corea
1467,14/07/2006,35947.64,,2570.07,México
1468,25/12/1998,44313.28,6774.0,8416.54,ucraia
1469,10/10/2014,30586.67,4652.0,667.8,AFG
1470,,37549.97,2757.0,9911.69,Peru
1471,10/01/2017,46348.38,,9275.26,argentinaAfganistan
1472,03/10/1999,48050.78,2622.0,4419.05,Argentina
1473,14/12/1994,7861.83,,5594.99,Rusia
1474,11/12/2011,23782.84,706.0,,Canadá
1475,03/03/2009,5424.31,1533.0,1176.7,corea
1476,28/07/1987,33255.48,,8054.6,colombia
1477,05/03/1990,26075.5,7324.0,4132.33,India
1478,31/07/2011,2428.91,4065.0,2441.37,ES
1479,14/04/1995,40551.47,4591.0,,COL
1480,29/03/2014,21613.15,379.0,7197.86,argentinaAfganistan
1481,30/12/1988,5171.46,7353.0,881.19,nicaragua
1482,21/03/2004,46178.73,1512.0,5909.45,us
1483,17/11/2010,,839.0,2431.63,afganistan
1484,21/07/1989,46479.2,5061.0,6321.91,Ind
1485,03/01/2010,,5228.0,5688.73,CHINA
1486,08/12/1991,46740.59,2245.0,,Rusia
1487,26/06/1994,7575.85,1439.0,5861.77,Japon
1488,05/02/1988,40569.96,685.0,490.15,rusia
1489,12/02/2023,34360.6,,5988.01,CHINA
1490,30/01/1984,,3863.0,8757.89,ARG
1491,08/03/2005,21088.63,155.0,,india
1492,14/02/2005,24928.29,9933.0,9551.18,india
1493,,32352.89,4297.0,607.11,Japon
1494,11/01/1995,27848.35,1652.0,3934.96,ucraia
1495,14/07/2023,21493.44,8725.0,1255.43,UCRANIA
1496,30/08/1999,3099.8,6265.0,6874.54,Argentina
1497,30/04/2011,49123.38,5254.0,3311.59,corea
1498,04/11/1987,34315.52,6068.0,9443.26,México
1499,23/11/2000,2299.56,7335.0,4981.61,COREA
1500,14/02/2023,26188.26,5898.0,1515.39,ES
1501,17/07/2015,,4418.0,1300.81,
1502,02/07/2014,6644.1,6293.0,7429.71,canada
1503,15/12/2018,45864.83,8538.0,472.12,japon
1504,03/12/2017,22292.71,4203.0,5294.83,USA
1505,18/05/2017,46238.25,1803.0,7058.41,mx
1506,08/06/2014,49468.79,,7564.88,Ucrania
1507,11/12/2023,4014.91,5634.0,9252.53,japon
1508,18/04/2024,11052.26,6623.0,8616.92,Nicaragua
1509,21/08/1990,14658.47,9696.0,3949.61,NICA
1510,24/01/1984,31184.88,6638.0,4717.12,argentinaAfganistan
1511,29/11/1983,22281.75,3654.0,5363.89,colombia
1512,11/04/1987,27530.5,4498.0,8374.48,afganistan
1513,,45481.85,5606.0,,Peru
1514,,43863.54,2750.0,5332.99,japon
1515,20/01/2006,38103.49,3204.0,4249.16,Canadá
1516,10/05/2017,44475.48,,4764.44,China
1517,01/11/2021,16694.55,8481.0,4521.84,ucraia
1518,29/09/1998,36195.68,6608.0,6527.9,jap
1519,29/11/1998,26145.0,7418.0,333.98,corea
1520,14/04/2010,,1506.0,5440.53,Ind
1521,31/08/2023,16494.22,3750.0,1807.95,España
1522,22/10/2021,10235.25,1240.0,2785.07,colombia
1523,23/07/2003,31649.98,8320.0,1366.64,México
1524,06/09/2023,,5576.0,1625.47,AFG
1525,28/08/1996,9444.59,2041.0,8951.09,india
1526,12/04/1993,,809.0,7538.41,CHINA
1527,27/01/2000,2266.15,4281.0,4618.91,Canadá
1528,22/09/2004,26548.55,8573.0,5014.11,nicaragua
1529,14/09/2021,24591.2,111.0,6101.9,Rusia
1530,25/08/1996,28410.89,6939.0,3090.33,Japon
1531,07/04/1992,13329.17,,2098.2,NICA
1532,26/01/2003,,8205.0,2756.77,nicaragua
1533,,42242.26,,8697.61,RUS
1534,15/04/2018,27095.77,6524.0,4018.81,Ucrania
1535,17/07/2023,17759.5,8971.0,6404.58,afganistan
1536,11/09/2022,,9626.0,8714.53,AFG
1537,30/11/1991,48271.12,7352.0,7196.18,
1538,,36722.17,,5466.2,Canadá
1539,20/06/2009,13285.76,9972.0,103.44,Nicaragua
1540,11/04/1994,27976.21,3408.0,9968.16,Canadá
1541,04/11/1996,6994.65,7825.0,6965.34,ARG
1542,20/02/2010,17747.04,729.0,5050.92,corea
1543,13/06/2007,11159.65,4703.0,1069.85,México
1544,21/11/2012,39766.34,6201.0,3950.71,us
1545,22/05/1995,12495.62,893.0,8052.31,Ind
1546,27/05/2023,5237.65,5170.0,9592.45,rusia
1547,29/09/1999,21875.32,9494.0,2904.54,mx
1548,18/04/2007,44782.83,6005.0,,RUS
1549,23/11/2011,30281.94,886.0,7467.9,RUS
1550,16/11/2017,38598.76,8018.0,5579.15,NICA
1551,29/03/2024,26325.62,6555.0,4529.17,
1552,14/06/1991,21619.15,8919.0,6929.42,RUS
1553,31/05/2002,,7251.0,6025.03,Ind
1554,22/03/1997,8099.35,7872.0,8419.58,colombia
1555,11/04/1983,1234.39,4239.0,3037.96,argentinaAfganistan
1556,13/08/1994,4354.93,1724.0,8820.71,china
1557,07/03/2007,11467.55,6254.0,,Estados Unidos
1558,05/02/2003,18873.85,,3839.73,Nicaragua
1559,24/02/1985,23803.23,841.0,4623.05,UCRANIA
1560,,7023.31,5230.0,2239.79,india
1561,20/10/2016,44216.02,5253.0,2850.76,mex
1562,09/05/2024,13694.19,2453.0,3003.03,india
1563,06/07/1994,44873.57,2978.0,6523.6,AFG
1564,21/10/2005,25921.37,8362.0,8030.28,colombia
1565,12/10/1996,39840.24,4554.0,5854.11,COL
1566,20/07/2024,47594.1,1638.0,,Canadá
1567,19/12/2001,23472.23,3708.0,,mex
1568,25/05/2024,14122.65,3715.0,3158.62,canada
1569,26/06/2013,49030.2,2948.0,7000.04,China
1570,04/06/2003,26569.42,9492.0,4286.15,afganistan
1571,26/08/1994,23946.76,8023.0,4773.76,España
1572,28/07/2010,17692.54,2839.0,3912.72,CA
1573,16/10/2016,,8666.0,9149.52,ucraia
1574,14/02/1988,5966.64,8866.0,5435.25,Argentina
1575,24/11/1996,45380.67,4416.0,1923.6,MEXICO
1576,11/04/2018,49591.15,,5425.25,argentinaAfganistan
1577,10/07/1990,6791.06,2328.0,3523.4,Japon
1578,30/09/1984,36866.66,8468.0,727.42,jap
1579,13/08/2006,6312.83,8372.0,7316.18,mex
1580,06/12/1983,32159.6,8745.0,563.67,Japon
1581,,47692.65,1102.0,9132.81,USA
1582,08/03/1997,42809.08,4166.0,6299.32,India
1583,14/06/2023,6670.96,1550.0,7339.39,RUS
1584,,10062.71,6462.0,5060.12,españa
1585,25/08/2016,14252.54,1852.0,6401.35,jap
1586,16/03/1983,32708.06,1390.0,5641.63,mex
1587,,16502.55,6110.0,3786.06,argentinaAfganistan
1588,13/10/2017,25641.54,297.0,6842.77,ucraia
1589,24/11/2011,48280.12,1558.0,3004.18,españa
1590,15/05/1990,41163.42,6334.0,4034.57,corea
1591,14/12/2024,7402.69,,4398.2,nicaragua
1592,14/03/2010,33226.51,4877.0,8389.4,COREA
1593,04/04/2015,,,8556.2,colombia
1594,16/07/1985,,9195.0,8031.94,argentinaAfganistan
1595,22/11/2018,22825.92,7748.0,5939.43,COL
1596,17/03/2013,43794.1,6377.0,6264.1,México
1597,03/11/2012,31468.82,1284.0,,Peru
